word,pos,sentence
us,pronoun,"Give us a light, mate."
us,determiner,Where've you parked us car?
us,noun,A new study of education in the US has just been published.
us,adjective,She had served in the US army for several years.
us,pronoun,Thanks for giving us a lift to the airport.
us,noun,a US citizen
use,verb,This glass has been used - could you get me a clean one?
use,verb,We've used (up) nearly all of the bread - will you buy some more?
use,verb,"""Autumn"" is used in British English and ""fall"" in American English."
use,verb,He's just using you - he'll steal your ideas and then take the credit for them himself.
use,verb,"Did he use to be the doctor in ""Star Trek""?"
use,noun,A food processor has a variety of uses in the kitchen.
use,noun,You should be able to put your experience in electronics to (good) use in your new job.
use,noun,We might as well make use of the hotel's facilities.
use,noun,They said we could have the use of their beach house whenever they weren't there.
use,noun,"In anaerobic respiration, sugar is broken down to lactic acid without the use of oxygen."
use,noun,"Can you list all the uses of the word ""point""?"
use,verb,Do you know how to use a computer?
use,verb,We have used all the funds in that account.
use,verb,She used him to help her get into movies and then discarded him.
use,verb,The house needs a lot of work to make it usable.
use,noun,There’s no use paying for a permit if you won’t need it.
used,verb,She used to live in Glasgow.
used,adjective,We're used to tourists here - we get thousands every year.
used,adjective,Eventually you'll get used to the smells of the laboratory.
used,adjective,a used airline ticket
used,adjective,We’re looking for a used car in good condition.
used,adjective,The website advertises used cars.
useful,adjective,A good knife is probably one of the most useful things you can have in a kitchen.
useful,adjective,"Your advice was very useful, saving me a lot of time."
useful,adjective,I was usefully occupied packing dishes all morning.
useful,adjective,There is no question of the usefulness of aspirin.
user,noun,Unemployed people are the main users of this advice centre.
user,noun,Her last boyfriend was such a user.
user,noun,The popular portable email device has over 10 million users worldwide.
usual,adjective,I went to bed at my usual time.
usual,noun,"A gin and tonic for my dad, and I'll have the/my usual."
usual,adjective,I’ll put the keys in the usual place.
usual,adjective,He usually gets home from work at about six.
usually,adverb,He usually gets home about six o'clock.
vacation,noun,We're taking a vacation in June.
vacation,noun,the Christmas/Easter/summer vacation
vacation,verb,Remember that time we were vacationing in Vermont?
vacation,noun,The family had just left for a vacation in the Bahamas.
vacation,noun,He was vacationing in San Francisco.
vacation,noun,Tourists and winter vacationers are now key to the economy.
vacation,noun,I'm planning to take a vacation in the spring.
vacation,noun,I did work experience with a local company during the summer vacation.
valley,noun,the Nile Valley
valuable,adjective,These antiques are extremely valuable.
valuable,adjective,He was able to provide the police with some valuable information.
valuable,adjective,Niekro was named the most valuable player in baseball.
valuable,adjective,ABC’s valuable radio and TV licenses are up for renewal.
valuable,adjective,"The stock shot up, making the warrants extremely valuable."
valuable,adjective,He has a wealth of experience and will be a valuable addition to our editorial team.
value,noun,She had already sold everything of value that she possessed.
value,noun,"For them, the house's main value lay in its quiet country location."
value,noun,The photographs are of immense historical value.
value,noun,family/moral/traditional values
value,noun,The modem speeds must be set to a fixed value.
value,verb,"He valued the painting at $2,000."
value,verb,I've always valued her advice.
value,noun,They discussed the value of having cameras in the courtroom.
value,noun,a decline in property values
value,verb,"The painting was valued at $450,000."
value,verb,I value his friendship more than I can ever say.
value,noun,This mortgage is available for up to 95% of the property's value.
value,noun,Property will always remain good value.
value,noun,He believed that culture and values helped hold the company together.
value,verb,Soft assets are hard to value.
value,verb,We value our partnership with the government.
value,adjective,There has been a positive reception to its new value range of kitchen products.
van,noun,a delivery van
van,noun,The US is in the van of the quest to establish contact with other planets.
van,noun,a delivery van
variety,noun,"When planning meals, you need to think about variety and taste as well as nutritional value."
variety,noun,The article was about the different varieties of Spanish spoken in South America.
variety,noun,She does a variety of fitness activities.
variety,noun,a variety show
variety,noun,The markets offer a variety of fresh fruits and vegetables.
variety,noun,Several different varieties of sparrows live around here.
variety,noun,We need to create new varieties of drought-resistant coffee.
variety,noun,The company makes a variety of cameras.
variety,noun,Most people like a bit of variety in their work.
various,adjective,"We had various problems on our journey, including a flat tyre."
various,adjective,"He underwent various treatments for the disease, none of them successful."
vary,verb,Salary scales vary between states/from state to state/according to state/with each state.
vary,verb,"My taste in classical music varies greatly/widely, but I usually prefer Mozart or Brahms."
vary,verb,The value of stocks will vary from month to month.
vary,verb,He tried a number of different businesses with varying degrees of success.
vary,verb,The incomes of self-employed professionals can vary widely from one month to the next.
vary,verb,Interest rates vary from around 4% up to more than 7%.
vast,adjective,A vast audience watched the broadcast.
vast,adjective,The vast majority of our students – nearly 90 percent – graduate within four years.
vast,adjective,I think the original movie was vastly superior to the remake.
vegetable,noun,fresh/frozen vegetables
vegetable,noun,Sitting at home all day in front of the TV slowly turned her into a vegetable.
vegetable,adjective,vegetable matter/dye
vegetable,noun,"For vegetables, we eat a lot of broccoli, spinach, and corn."
vehicle,noun,A truck driver died last night when his vehicle overturned.
vehicle,noun,The conference was seen as an ideal vehicle for increased cooperation between the member states.
vehicle,noun,The play seems to be little more than a vehicle for its director and star.
vehicle,noun,an underwater vehicle
vehicle,noun,Many say Morse code is an outdated vehicle for communication in today's high-tech world.
vehicle,noun,Pedestrian and vehicular traffic in the neighborhood have both increased.
vehicle,noun,The tollways are used daily by 1.3 million vehicles.
vehicle,noun,Strong leadership was seen as the major vehicle for bringing about successful change.
vehicle,noun,"The company has announced the launch of new internet investment vehicles for Asia, Europe, and Latin America."
venue,noun,The hotel is an ideal venue for conferences and business meetings.
venue,noun,They changed the venue at the last minute because they realized the meeting room would have been much too small.
venue,noun,The group has booked the popular 1000-seat venue for its annual sales conference.
version,noun,The official version of events is that the police were attacked and were just trying to defend themselves.
version,noun,They’re producing several versions of the TV commercial to see which one works best.
version,noun,"Originally published in German, it was published in New York in an English-language version."
version,noun,Her version of the accident was completely different from that given by the driver of the other car.
version,noun,A trial version of the program can be downloaded from our website.
version,noun,Everything in the system is versioned to make workflow easier to manage.
very,adverb,The situation is very serious.
very,adverb,This is the very best chocolate cake I've ever tasted.
very,adjective,This is the very book I've been looking for all month.
very,adjective,He found the piece of paper he had lost at the very bottom of the pile.
very,adverb,"I was working very hard, but I enjoyed it."
very,adjective,"I’d heard stories about him and now here he was, the very person I now accompanied."
via,preposition,The London to Cairo flight goes via Rome.
via,preposition,Reports are coming in via satellite.
via,preposition,I sent the application papers via fax.
victim,noun,"to provide financial aid to hurricane/flood, etc. victims"
victim,noun,Sea turtles in this region often fall victim to the effects of pollution.
victim,noun,an accident victim
victim,noun,National reports of victimization show a decline in certain kinds of crime.
victim,noun,One survey showed the number of companies victimized by computer theft rose to 83 percent this year.
victory,noun,The Redskins opened the season by scoring a resounding/stunning/impressive 25–3 victory against/over Detroit.
victory,noun,A goal in the last half minute assured victory and the World Cup for the Mexicans.
victory,noun,The city honored the victorious general with a huge parade.
video,noun,My new laptop handles video really well.
video,noun,"Have you seen the video for ""Crazy in Love""?"
video,adjective,a video recording
video,adjective,video frequencies
video,verb,We videoed the school concert.
video,noun,digital video
video,noun,We watched two videos – both new films.
video,noun,The CD-ROM includes video clips.
video,noun,We were watching a video on YouTube.
video,noun,The website uses video to enhance learning.
video,verb,The course was videoed for training purposes.
view,noun,Do you have any views about/on what we should do now?
view,noun,Our world view is quite different from that of writers in the fourth century BC.
view,noun,The view from the top of the mountain is breathtaking/magnificent/spectacular.
view,noun,He paints rural views (= pictures of the countryside).
view,noun,"She went to a lot of receptions, private views, book launches, first night parties, and movie premières. "
view,noun,I always make sure I keep the children in view whenever we're in a public place.
view,noun,The plans for the new road will soon be on view to the public in the library.
view,verb,A reporter asked the minister how he viewed recent events.
view,verb,There's a special area at the airport where you can view aircraft taking off and landing.
view,verb,We have two people coming to view the house this afternoon.
view,noun,She turned a corner and disappeared from view.
view,noun,It’s our view that it’s time we did something and stopped just talking!
view,verb,How do you view your chances of getting that job?
viewer,noun,Millions of viewers will be glued to their sets for this match.
viewer,noun,Millions of viewers watch the Super Bowl on TV every year.
viewer,noun,The ads were designed to appeal to viewers of home improvement shows.
viewer,noun,a picture/photo viewer
village,noun,a fishing village
village,noun,The village is/are campaigning for a by-pass to be built.
village,noun,We live just outside the village of Larchmont.
village,noun,The whole village came out for the parade.
violence,noun,It seems that the attack was a gratuitous/random/mindless act of violence.
violence,noun,We were all surprised at the violence of his anger/rage.
violence,noun,racial/ethnic/domestic violence
violent,adjective,He yells a lot but I don't think he's ever been physically violent towards her.
violent,adjective,a violent crime
violent,adjective,He has a violent temper.
violent,adjective,She was wearing a violent pink sweater and orange trousers.
violent,adjective,violent crime
violent,adjective,a violent explosion
virtual,adjective,Ten years of incompetent government had brought about the virtual collapse of the country's economy.
virtual,adjective,In the game players simulate real life in a virtual world. 
virtual,adjective,virtual shopping
virtual,adjective,She was a virtual unknown before this movie.
virtual,adjective,Unemployment in this part of the country is virtually nonexistent.
virtual,adjective,Falling orders led to the virtual ruin of her company.
virtual,adjective,The country's first virtual business school is up and running.
virus,noun,the chickenpox/flu/herpes/mumps virus
virus,noun,I don't know exactly what's wrong with her - I think she has some kind of virus.
virus,noun,She’s had a virus for several days.
virus,noun,All their customer information was wiped off the computer by a virus.
vision,noun,"We see in his novels his sinister, almost apocalyptic, vision of the future."
vision,noun,She had visions in which the angel Gabriel appeared to her.
vision,noun,He didn't have the mental agility or vision required for a senior politician.
vision,noun,She has very little vision in her left eye.
vision,noun,"And that vision of loveliness over there is my wife, Sandra."
vision,noun,good/impaired/blurred vision
vision,noun,We lack a vision of what love really is.
vision,noun,The theater’s director is a woman of great artistic vision.
vision,noun,"She was a social reformer, a true visionary."
vision,noun,"There's a lack of leadership, a lack of vision, and a lack of organization in the industry as a whole."
visit,verb,We visited a few galleries while we were in Prague.
visit,noun,We had a visit from the school inspector last week.
visit,noun,I think I'll pay a visit to the library while I'm in town.
visit,verb,We visited a few galleries while we were in New York.
visit,verb,"Every summer, this tiny fishing village receives thousands of visitors."
visitor,noun,You have some visitors to see you.
visual,adjective,visual stimulus/impact/abilities
visual,noun,The wildlife programme has some stunning visuals.
visual,noun,I ran out the back door looking to see if I could get a visual on him before he disappeared.
visual,adjective,These animals have excellent visual ability/acuity.
vital,adjective,A strong opposition is vital to a healthy democracy.
vital,adjective,He had never felt so vital and full of life.
vital,adjective,The existence of a strong opposition is vital to a healthy democracy.
vital,adjective,It’s vitally important that we get there by tomorrow.
vitamin,noun,a vitamin pill
voice,noun,She has a loud/quiet/soft voice.
voice,noun,The choir seems to be in good voice today!
voice,noun,There was only one dissenting voice during the discussion.
voice,noun,She just won't listen to the voice of reason.
voice,noun,The verb in the first sentence is in the active/passive voice.
voice,verb,I have voiced my objections to the plan to management.
voice,verb,He had voiced the animated Scooby Doo for many years.
voice,noun,"She spoke in a low, soft voice, and I had to ask her to speak louder."
voice,noun,The senator added his voice to the protest.
voice,verb,Opponents also voiced concern about the potential traffic produced by the project.
volume,noun,Which of these bottles do you think has a greater volume?
volume,noun,It's the sheer volume of traffic in the city that is causing the problems.
volume,noun,"Could you turn the volume down, please, I'm trying to sleep."
volume,noun,The second volume of his memoirs will be published later this year.
volume,noun,She took a slim volume down from the shelf.
volume,noun,You need a big air conditioner to cool a large volume of space.
volume,noun,The main difficulty with teaching is the sheer volume of work.
volume,noun,"Could you turn the volume down, please – I’m trying to sleep."
volume,noun,a slim volume of poetry
volume,noun,What is the volume of the fuel tank?
volume,noun,The helpline could not handle the volume of calls from people having problems.
volume,noun,Trading volume totaled more than 2.8 million shares.
volume,noun,They will not begin manufacturing the laptop in volume unless they have firm commitments from buyers.
volunteer,noun,The health clinic is relying on volunteers to run the office and answer the phones.
volunteer,verb,During the emergency many staff volunteered to work through the weekend.
volunteer,verb,"If I were you, I wouldn't volunteer any details of what happened."
volunteer,noun,The charity relies on volunteers to run the office and answer the phones.
volunteer,verb,During the emergency a lot of people volunteered to work through the night.
volunteer,noun,"They employ 1,000 people and 23,000 volunteers."
volunteer,verb,"If they're short of helpers, I could volunteer."
volunteer,adjective,volunteer staff/workers
vote,verb,She was too young to vote in the election.
vote,noun,"The suggestion was approved, with 25 votes in favour, and seven against."
vote,noun,We called a meeting in order to take/hold a vote on the issue.
vote,noun,The party took 25 percent of the vote.
vote,noun,In some countries women still don't have the vote.
vote,noun,The proposal was read out and then put to the vote.
vote,verb,I voted early this morning just after the polls opened.
vote,verb,Are you eligible to vote?
vote,noun,We lost by 524 votes.
vote,noun,The bill still faces a final vote.
vote,noun,He won 51% of the vote.
vote,noun,As an expatriate I don't have the vote.
wage,noun,a very low/high wage
wage,verb,Doesn't the president need Congress' permission to wage war on another country?
wage,noun,an hourly wage
wage,verb,A desperate medical battle is being waged against the virus.
wage,noun,This deal represents an hourly wage rate of $9.83.
wait,verb,I waited for her outside while she went in to see the doctor.
wait,verb,"The meeting will have to wait until tomorrow, because I'm too busy now."
wait,verb,"The sign by the side of the road said ""no waiting!"""
wait,noun,We had a three-hour wait before we could see the doctor.
wait,verb,I waited in the car.
wait,verb,The meeting will have to wait until tomorrow.
wait,verb,We had a three-hour wait at the airport.
waiter,noun,A waiter came to the table to take our order.
wake,verb,Did you wake at all during the night?
wake,noun,The wake spread out in a v-shape behind the ship.
wake,verb,Did you wake at all during the night?
wake,verb,"He tried to waken her, but she didn’t stir."
wake,noun,fig. The storm left a massive amount of destruction in its wake.
walk,verb,I walked home.
walk,verb,He offered to walk her home/to the station.
walk,verb,She walks the dog for an hour every afternoon.
walk,verb,You broke another pair of glasses? You're just a walking disaster!
walk,verb,"If police don't get the right evidence, he'll walk."
walk,verb,Pay essential workers $650 a week or we walk.
walk,verb,He nicked an outswinger to the keeper and walked without waiting for the umpire to lift his finger.
walk,verb,The first batters either missed or walked.
walk,verb,She'll walk the interview - the job is practically hers already.
walk,noun,"He went for/took a walk around the block, to get some air."
walk,noun,Do you know any nice walks around here?
walk,noun,He has a strange waddling sort of walk.
walk,noun,She slowed the horses to a walk.
walk,noun,The school is only a five-minute walk away.
walk,verb,I walked home.
walk,verb,He offered to walk her home.
walk,noun,He went for/took a walk around the block.
walk,verb,The unions accused management of walking all over their staff.
walk,verb,Autoworkers walked off the job after the unions failed to reach an agreement over pay.
walk,verb,The expenses scandal gave several ministers no option but to walk the plank.
walk,verb,Business groups are waiting to see if the incoming Governor will walk the talk on promises to boost the state's economy.
walk,verb,The country has yet to see whether the new leader can walk the walk.
walk,noun,We employ people from all walks of life.
wall,noun,The walls in this apartment are so thin you can hear just about every word the neighbours say.
wall,noun,the wall of the uterus/stomach
wall,noun,The demonstrators formed a solid wall to stop the police from getting past them.
wall,noun,Rooney curved the free kick past the Newcastle defensive wall and inside the far post.
wall,noun,"After the rains, the houses were washed away by a wall of mud/water."
wall,noun,There is a wall of mistrust between the two groups.
wall,noun,The walls of the fortress were more than eighteen inches thick.
wall,noun,"After twelve months of big losses, the company went to the wall."
want,verb,I want some chocolate.
want,verb,Am I wanted at the meeting tomorrow?
want,verb,I want in on the whole venture before it's too late.
want,verb,I want out of the whole venture before it's too late.
want,verb,Do you think this soup wants a bit of salt?
want,verb,"She wants to tell him now, before it's too late."
want,noun,For want of anything better to do I watched television for a while.
want,noun,He appeared tired and in want of a shave.
want,noun,Our wants are few.
want,verb,Who wants ice cream?
want,verb,Harry! You’re wanted on the phone.
want,verb,You want to be careful to stay out of the sun.
want,verb,A cat’s wants are few – food and companionship.
war,noun,nuclear war
war,noun,The war of attrition between the two countries has lasted for decades now.
war,noun,Protestors are waging a war of nerves with the police.
war,noun,The past few months have witnessed a price war between leading supermarkets.
war,noun,Can any country fight two wars at the same time?
war,noun,Airlines engage in fare wars to attract new customers.
war,noun,"In the supermarket war, Asda slashed the price of petrol."
warm,adjective,Are you warm enough or do you want me to put the heating on?
warm,adjective,I don't have a warm winter coat.
warm,adjective,It's cold standing out there - come into the warm.
warm,adjective,They're a very warm family.
warm,adjective,You're getting warmer!
warm,adjective,I've put a T-shirt on under my sweater for extra warmth.
warm,verb,You're so cold - come and warm your hands by the fire.
warm,adjective,Warm bread always tastes better.
warm,adjective,a warm winter coat
warm,adjective,"Grace is a warm, caring woman."
warm,verb,He rubbed his hands together to warm them.
warn,verb,We were warned not to eat the fish which might upset our stomachs.
warn,verb,I warned her not to waste her money on that movie.
warning,noun,"Completely without warning, he turned up at my door with all four children!"
warning,noun,The warning signs of the illness are respiratory problems and dizziness.
warning,noun,Flood warnings were issued by the National Weather Service.
warning,noun,These figures are a warning to the Bank of England not to raise interest rates too quickly. 
warning,noun,Employees must be given a verbal and a written warning before they can be fired.
warning,adjective,Regulators were accused of ignoring the warning signs that led to the bank's collapse.
warning,adjective,The figures should sound warning bells that the economy is still too fragile to enable interest rates to rise.
wash,verb,wash your hair/hands
wash,verb,I'd like to wash before dinner.
wash,verb,"We use a linen-mix fabric, which washes well and is soft to the touch."
wash,verb,She stood on the shore and let the water wash over her tired feet.
wash,verb,Overnight the waves had washed up a lot of rubbish.
wash,noun,Those curtains need a good (= careful) wash.
wash,noun,Can I put this shirt in (with) the white wash?
wash,noun,I used to do the wash in the sink until I got a new washing machine.
wash,noun,I need to have a wash before dinner
wash,noun,Are you doing a wash tonight?
wash,noun,a blue wash/ a wash of blue
wash,noun,"If pollution controls are enforced here, the factories will move to where they're allowed to pollute, so it'll be a wash as far as clear air goes."
wash,noun,"Outside the house, she could hear the gentle wash of the waves on the beach."
wash,suffix,A business or organization is bluewashing when it makes misleading claims about how socially responsible its products or services are.
wash,verb,Alex washed his face and combed his hair.
wash,verb,Waves washed against the boat.
wash,verb,Even trees and cars were washed away in this flood.
wash,verb,That storm washed a lot of crabs up on the shore.
wash,noun,"I sold my car for about what it cost me, so it was a wash."
wash,noun,I went days without a wash or a change of clothes.
washing,noun,Machines make doing the washing easy.
washing,noun,I hang/peg the washing out on the line.
washing,suffix,Pinkwashing can describe the actions of companies that manufacture chemicals that may cause breast cancer while at the same time giving money to organizations that support women with breast cancer.
washing,noun,He does his own washing and ironing.
waste,noun,That meeting achieved absolutely nothing - it was a complete waste of time.
waste,noun,"You can even make stock from the bones, so that nothing goes to waste."
waste,noun,This city produces 20 million tons of household waste each year.
waste,noun,His body had been dumped in an area of waste ground just outside the city.
waste,noun,the Arctic wastes of northern Siberia
waste,verb,You waste a lot of water by taking a bath instead of a shower.
waste,noun,a waste of time/money
waste,noun,hazardous/toxic wastes
waste,verb,Why should I waste my time on her?
waste,noun,The meeting was a complete waste of time.
waste,noun,the disposal of waste
waste,adjective,the collection and recycling of waste materials
waste,verb,The board decided it could not waste any more time and money developing the product.
waste,verb,Oftel had the chance to create real competition to BT but it has wasted the opportunity.
waste,verb,The board wasted no time in appointing a successor.
watch,verb,I had dinner and watched TV for a couple of hours.
watch,verb,"If you want me to watch the kids for a couple of hours while you go out, just let me know."
watch,verb,I have to watch my weight (= be careful not to become too heavy) now I'm not exercising so much.
watch,noun,My watch seems to have stopped (= stopped working).
watch,noun,The police keep a close watch on gang members.
watch,noun,the night watch
watch,noun,This happened on my watch. And I intend to resolve it. 
watch,noun,"She looked at her watch and said, ""It’s a quarter to five."""
watch,noun,The prison guards kept a close watch on him.
watch,noun,The soldiers on the night watch had to be careful not to fall asleep.
watch,verb,He spent the evening watching an old movie on TV.
watch,verb,We have to watch our bank account to make sure there’s enough money in it to pay our credit card bills.
water,noun,a bottle/drink/glass of water
water,noun,The water's warm - are you coming in?
water,noun,The river is difficult to cross during periods of high water.
water,noun,Is there any pain when you pass water?
water,noun,St Lucia depends on its clean coastal waters for its income.
water,noun,"In the shallow waters of the Gulf of Mexico, oil rigs attract fish."
water,noun,"At 3 a.m. her waters broke, and the baby was born soon after."
water,noun,People used to come to this city to take (= drink or swim in) the waters.
water,verb,I've asked my neighbour to water the plants while I'm away.
water,verb,The horses had been fed and watered.
water,verb,The smell of that bread is making my mouth water!
water,verb,How do you stop your eyes from watering when you're cutting up onions?
water,suffix,freshwater fish
water,noun,a drink/glass of water
water,noun,The water’s much warmer today – are you coming for a swim?
water,noun,coastal waters
water,verb,I’ve asked my neighbor to water the plants while I’m away.
water,verb,The icy wind made his eyes water.
water,verb,The smell of that bread is making my mouth water.
wave,verb,I waved to/at him from the window but he didn't see me.
wave,verb,You'll have to wait till the policeman waves the car on.
wave,verb,The corn waved gently in the summer breeze.
wave,verb,"If she leaves her hair to dry on its own, it just waves naturally."
wave,noun,"At night, I listened to the sound of the waves breaking/crashing against the shore."
wave,noun,We gave Grandpa a wave from the window.
wave,noun,The crowd did the Wave.
wave,noun,radio waves
wave,noun,a crime wave
wave,noun,A new wave of job losses is expected this year.
wave,noun,A wave of panic swept through the crowd.
wave,noun,"Your hair has a natural wave, but mine's just straight."
wave,verb,She leaned out the window and waved (good-bye).
wave,verb,He was very excited and rushed into the room waving a piece of paper.
wave,noun,We were so close we could hear the waves breaking on the beach.
wave,noun,A wave of emotion swept through her as she visited her home town.
wave,noun,electromagnetic waves
wave,noun,"She looked at him for a long time, and then, with a wave of her hand, she was off."
wave,noun,During the recession there was a wave of bankruptcies and mass unemployment.
wave,noun,Large amounts of data is transmitted via light waves inside fiberoptic cables.
wave,noun,"Sometimes, an employee feels intimidated by workplace bullying, but, they don't want to make waves."
way,noun,Do you know the way to the restaurant?
way,noun,"""Which way does the room face?"" ""North."""
way,noun,"I thought the older people would be more offended than the young people, but it was the other way round."
way,noun,"I thought the older people would be more offended than the young people, but it was the other way around."
way,noun,Our offices are at 17 King's Way.
way,noun,We walked a long way yesterday.
way,noun,I like the way you've done your hair.
way,noun,Don't worry - it's just his way.
way,noun,Over the years we've got used to his funny little ways.
way,noun,There are many ways of solving the problem.
way,noun,"""Sorry, am I in your way? I'll move."""
way,noun,"If she doesn't get/have her (own) way, she sulks like a four-year-old."
way,noun,He's been in a bad way (= very ill) ever since the operation.
way,adverb,"After the third lap, she was way behind the other runners."
way,adverb,I think they live Birmingham way.
way,noun,Do you know the way to the train station?
way,noun,I don’t really know my way around town yet.
way,noun,Our office is at 17 Harbor Way.
way,noun,"The numbers should be the other way around – 71, not 17."
way,noun,He made his way from sales assistant to head of sales.
way,noun,We walked just a short way before he got tired.
way,noun,I like the way your hair is fixed.
way,noun,My little sister gets furious if she doesn’t get her way.
way,adverb,That skirt’s way too much money.
way,adverb,That car is way cool!
we,pronoun,Can we all go to the swimming pool this afternoon?
we,pronoun,"In today's lecture, we will be exploring the world economic situation."
we,pronoun,This planet on which we all live should be cherished and not exploited.
we,pronoun,"We don't want to be late for school, do we?"
we,pronoun,If you don’t hurry up we won’t be on time.
we,pronoun,We have to get started now if we’re going to finish this afternoon.
we,pronoun,"Now everyone, we don’t want to be late, do we?"
we,pronoun,We live on planet earth.
weak,adjective,It's not surprising you feel weak if you haven't eaten properly for days.
weak,adjective,He was a weak king surrounded by corrupt advisers.
weak,adjective,Any evidence that exists to support the hypothesis is fairly weak.
weak,adjective,I can't stand weak coffee.
weak,adjective,He was always weak at/in languages but strong in science.
weak,adjective,"After having been so sick, it’s not surprising you still feel weak."
weak,adjective,The coffee was weak and tasteless.
weak,adjective,"This year, the team’s only weak link is that third baseman."
weak,adjective,He was always weak in languages but strong in science.
weak,adjective,There was unexpectedly weak growth in corporate output in May.
weak,adjective,The weak dollar is a huge help to the profitability of the companies.
weakness,noun,Any change of policy will be interpreted as a sign of weakness.
weakness,noun,There are definite weaknesses in their security arrangements.
weakness,noun,My diet would be fine if only I didn't have a weakness for cookies.
weakness,noun,The building’s collapse was caused by weakness in several beams.
weakness,noun,Is crying always a sign of weakness?
weakness,noun,She admitted to a weakness for desserts.
weakness,noun,The dollar's weakness against the Euro has made European goods more expensive here.
weakness,noun,A smart management team knows its company's strengths and weaknesses.
wealth,noun,"During a successful business career, she accumulated a great amount of wealth."
wealth,noun,Jim has a wealth of teaching experience.
wealth,noun,His wealth is so great that money doesn’t mean much to him.
wealth,noun,Jim has a wealth of teaching experience.
wealth,noun,Natural resources and a well-trained workforce make a country wealthy.
wealth,noun,Leaders in business must create wealth and jobs.
wealth,noun,The website gives a wealth of data on a company's stock.
wealthy,adjective,He's a very wealthy man.
wealthy,adjective,a wealthy businessman/country/investor
wealthy,noun,The money will come from additional taxes on the wealthy.
weapon,noun,a lethal weapon
weapon,noun,"The walls were decorated with swords, axes, and other medieval weapons."
wear,verb,Tracey is wearing a simple black dress.
wear,verb,The politician wore a confident smile throughout the interview.
wear,verb,When she's working she wears her hair in a ponytail.
wear,verb,I really like this shirt but it's starting to wear at the collar.
wear,verb,I always seem to wear a hole in the left elbow of my sweaters.
wear,verb,I'd ask my boss for some time off but I don't think she'd wear it.
wear,noun,casual wear
wear,noun,I've had a lot of wear out of these boots - I've had them for five years.
wear,noun,I've only worn the shirt a couple of times and it's already showing signs of wear.
wear,verb,He wears glasses for reading.
wear,verb,She wears her hair in a ponytail.
wear,verb,My favorite shirt wore at the collar.
wear,noun,She designed sportswear and very elegant evening wear.
wear,noun,Women's wear is on the first floor.
wear,noun,The company manufactures shoes for everyday wear.
wear,noun,A new extended wear contact lens is now available.
wear,noun,Gear knobs can show signs of wear on high-mileage vehicles.
weather,noun,bad/good/cold/dry/hot/stormy/warm/wet/etc. weather
weather,verb,As a small new company they did well to weather the recession.
weather,verb,Rock is weathered by the action of ice and changes in temperature.
weather,noun,I always wear gloves in cold weather.
weather,verb,She weathered a few professional setbacks this year.
weather,verb,The yellow paint will weather to a grayish white.
weather,verb,The company claimed that it would weather the downturn and return to strong growth.
weather,verb,"While large financial institutions might be able to weather the storm, many of the smaller traders are likely to go under."
web,noun,We watched a spider spin a web between three tall grass stems.
web,noun,Additional resources are available on the web.
web,noun,A spider’s web hung in a corner of the window.
web,noun,"Ducks, gulls, and frogs all have webbed toes."
web,noun,Most of the work can be done using your own computer to access the web.
website,noun,"For more information about other Cambridge publications and courses, visit our website at www.cambridge.org."
website,noun,"His fans created a website, giving every detail of his private life."
website,noun,The Consumers' Union has set up a website to help consumers understand eco-labels.
wedding,noun,a wedding cake/dress/invitation/present/reception
wedding,noun,Rosie’s wedding is in July.
Wednesday,noun,Did you say the meeting is on Wednesday?
week,noun,last/this/next week
week,noun,We're usually too tired to go out much during the week.
week,noun,The first performance of the play is a week (from) today/tomorrow.
week,noun,It was his birthday a week ago last Friday.
week,noun,A lot of farm workers work a six-day week.
week,noun,We could see his health deteriorate week by week.
week,noun,"I go to aerobics three times a week, week in, week out."
week,noun,next/last week
weekend,noun,This/Next weekend we're going to see some friends.
weekend,noun,How much would a weekend for two in New York cost?
weekend,noun,What did you do at the weekend?
weekend,noun,They go windsurfing at weekends.
weekend,noun,Do you have anything planned for the weekend?
weekend,noun,The contract ends next weekend.
weekend,noun,How much would a weekend for two in Amsterdam cost?
weekend,noun,"Sales of the new games console, launched at the weekend, were at record levels."
weekend,noun,Residential consumers tend to use the phone in the evenings and at weekends.
weigh,verb,Yesterday a satellite weighing 15 tons was successfully placed in orbit.
weigh,verb,Easy access to a skilled workforce weighed heavily with us when we chose a site for the new factory.
weigh,verb,Only when we have weighed all the factors involved can we decide when would be the best time to start.
weigh,verb,When will the cruise ship weigh anchor? I don't want to get stuck on shore.
weigh,verb,"The baby weighed six pounds, ten ounces at birth."
weigh,verb,The factor that weighed most heavily in her favor was her record of success as a lawyer.
weigh,verb,The judge told the jury to weigh the facts and the evidence.
weigh,verb,The portable calculator weighs 2 ounces. 
weigh,verb,Your luggage must be weighed before it is put onto the aircraft.
weigh,verb,The installation and operating costs have to be weighed against lost revenue.
weight,noun,What weight can this lorry safely carry?
weight,noun,Try not to lift heavy weights.
weight,noun,Her experience does give her opinions quite a bit of weight.
weight,verb,Paper tablecloths need to be weighted down or they blow away in the wind.
weight,noun,The maximum weight the bridge can support is 15 tons.
weight,noun,a one-pound weight
weight,noun,He lifts weights.
weight,noun,Her word carried weight with her neighbors.
weight,noun,The Directive mandates that 85% of the weight of the vehicle must be reused or recycled.
weight,noun,The warehouse work involves the lifting of heavy weights.
weight,noun,Most fabrics need interfacing to support the weight of buttons.
weight,noun,Imperial weights and measures were introduced in the 13th century.
weight,noun,The Association's reports carry weight because it stands for independence and integrity.
